Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
370,female,group C,some college,free/reduced,completed,married,regularly,no,1.0,private,< 5,54,63,68
421,male,group C,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,51,53,48
476,female,group A,some college,free/reduced,none,single,regularly,no,2.0,private,5 - 10,60,61,64
492,female,group C,some college,free/reduced,completed,married,sometimes,no,2.0,school_bus,> 10,38,43,48
505,female,group D,associate's degree,free/reduced,none,single,sometimes,no,2.0,private,> 10,65,74,75
529,female,group C,high school,free/reduced,none,single,never,no,2.0,school_bus,5 - 10,56,50,46
556,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,private,> 10,49,69,62
566,male,group D,some high school,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,71,64,67
574,male,group B,some college,standard,none,married,regularly,no,2.0,school_bus,< 5,65,56,51
576,male,group D,some high school,standard,completed,married,regularly,no,3.0,school_bus,< 5,94,92,92
593,male,group E,bachelor's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,100,96,97
641,male,group C,some college,standard,none,married,sometimes,no,1.0,private,5 - 10,92,76,79
653,female,group C,bachelor's degree,standard,completed,married,sometimes,no,4.0,school_bus,> 10,60,56,67
666,female,group C,some high school,standard,none,married,never,no,1.0,private,< 5,49,63,53
701,male,group B,bachelor's degree,standard,completed,divorced,sometimes,no,2.0,school_bus,< 5,62,62,65
740,male,group C,some high school,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,67,61,60
750,female,group A,bachelor's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,61,69,61
752,male,group C,high school,free/reduced,none,married,regularly,no,3.0,private,5 - 10,60,46,41
765,female,group B,bachelor's degree,free/reduced,completed,married,sometimes,no,3.0,school_bus,5 - 10,57,75,80
812,male,group C,some high school,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,53,47,47
824,male,group D,high school,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,67,66,67
845,female,group C,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,75,74,78
861,female,group C,associate's degree,standard,none,single,regularly,no,2.0,school_bus,< 5,62,72,74
883,female,group E,high school,standard,completed,married,sometimes,no,4.0,school_bus,< 5,81,97,95
937,female,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,> 10,69,79,76
939,female,group D,some college,standard,none,single,regularly,no,1.0,private,> 10,64,64,72
960,male,group B,master's degree,free/reduced,completed,single,sometimes,no,5.0,school_bus,5 - 10,48,61,63
21,female,group D,some college,standard,completed,married,regularly,no,1.0,school_bus,< 5,55,70,73
63,female,group D,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,56,63,68
124,male,group B,some college,free/reduced,none,divorced,sometimes,no,2.0,private,> 10,56,51,46
162,female,group A,associate's degree,standard,completed,married,regularly,no,2.0,private,5 - 10,66,78,77
172,female,group D,associate's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,69,74,78
268,male,group C,some high school,standard,completed,single,regularly,no,2.0,private,5 - 10,71,72,69
319,male,group C,some high school,standard,none,divorced,regularly,no,1.0,school_bus,< 5,70,77,70
348,male,group E,high school,free/reduced,completed,married,regularly,no,3.0,private,< 5,89,86,80
378,female,group D,associate's degree,standard,completed,married,sometimes,no,1.0,private,> 10,79,83,83
387,female,group D,high school,standard,none,married,never,no,2.0,school_bus,5 - 10,81,85,87
473,female,group B,master's degree,standard,completed,single,sometimes,no,3.0,private,5 - 10,96,97,100
529,female,group D,high school,standard,none,divorced,sometimes,no,1.0,private,> 10,90,89,88
546,female,group C,some high school,standard,none,married,sometimes,no,3.0,school_bus,> 10,84,96,89
594,male,group C,some college,free/reduced,completed,married,sometimes,no,1.0,school_bus,5 - 10,80,78,77
610,female,group C,associate's degree,standard,none,married,sometimes,no,3.0,private,> 10,58,61,68
673,female,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,> 10,79,87,88
696,male,group B,some high school,free/reduced,completed,married,sometimes,no,4.0,private,5 - 10,58,55,54
704,male,group E,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,65,58,55
707,female,group D,some college,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,73,79,83
818,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,1.0,school_bus,> 10,75,72,67
860,male,group D,associate's degree,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,70,62,59
864,female,group C,bachelor's degree,standard,completed,single,sometimes,no,3.0,school_bus,5 - 10,45,66,70
923,female,group B,some college,standard,completed,married,sometimes,no,1.0,private,< 5,48,65,66
949,female,group C,high school,standard,completed,divorced,regularly,no,2.0,school_bus,< 5,57,71,73
967,female,group C,some college,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,94,95,91
982,female,group B,some college,standard,none,married,sometimes,no,1.0,school_bus,< 5,82,97,95
57,male,group D,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,83,81,79
79,male,group C,high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,> 10,65,68,61
84,male,group C,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,41,42,38
132,male,group C,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,81,61,66
196,male,group B,some high school,standard,none,married,regularly,no,2.0,private,5 - 10,83,79,78
221,female,group E,associate's degree,free/reduced,none,single,regularly,no,2.0,school_bus,< 5,71,74,75
323,male,group C,associate's degree,free/reduced,none,married,never,no,3.0,private,5 - 10,52,53,55
377,male,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,70,65,63
394,male,group B,high school,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,56,55,55
440,female,group E,associate's degree,standard,none,single,regularly,no,1.0,school_bus,< 5,99,95,99
449,male,group D,some high school,standard,none,single,never,no,1.0,school_bus,< 5,59,56,54
479,female,group E,bachelor's degree,standard,none,married,regularly,no,2.0,private,> 10,100,97,100
484,female,group B,associate's degree,free/reduced,none,single,regularly,no,2.0,school_bus,> 10,70,78,79
535,male,group B,associate's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,52,56,47
546,female,group B,associate's degree,free/reduced,completed,married,never,no,2.0,school_bus,5 - 10,70,85,89
564,male,group A,bachelor's degree,free/reduced,none,widowed,sometimes,no,1.0,school_bus,5 - 10,87,82,83
580,female,group C,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,48,64,65
596,male,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,> 10,69,75,67
606,female,group E,some high school,standard,completed,single,regularly,no,3.0,school_bus,< 5,63,68,71
625,female,group D,some college,free/reduced,completed,married,never,no,1.0,private,> 10,49,67,67
630,female,group D,some high school,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,66,75,78
643,male,group B,high school,standard,none,divorced,never,no,1.0,private,5 - 10,58,50,40
673,female,group C,some college,standard,none,married,regularly,no,2.0,private,< 5,52,66,69
693,female,group D,some high school,standard,none,married,sometimes,no,2.0,private,5 - 10,55,54,58
700,female,group E,some college,standard,completed,married,regularly,no,3.0,private,5 - 10,75,87,89
715,female,group D,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,61,65
746,male,group D,some college,standard,none,married,sometimes,no,1.0,private,5 - 10,68,60,56
834,male,group B,associate's degree,free/reduced,none,divorced,never,no,1.0,school_bus,5 - 10,24,14,4
869,female,group C,some college,standard,completed,married,sometimes,no,3.0,school_bus,< 5,87,97,98
916,male,group B,high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,33,37,31
926,male,group C,associate's degree,standard,none,married,regularly,no,1.0,private,5 - 10,62,71,64
967,female,group D,master's degree,free/reduced,completed,married,never,no,4.0,school_bus,> 10,67,71,73
6,male,group B,high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,66,64,60
26,female,group B,high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,54,65,65
43,male,group C,some college,standard,none,single,sometimes,no,4.0,school_bus,> 10,84,80,72
44,male,group E,some high school,standard,none,married,regularly,no,4.0,private,< 5,78,57,55
57,male,group B,associate's degree,standard,completed,single,regularly,no,3.0,private,> 10,62,62,64
87,female,group D,associate's degree,free/reduced,completed,married,never,no,4.0,private,< 5,77,90,89
104,male,group B,some high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,61,55,50
202,female,group D,some college,standard,none,divorced,regularly,no,1.0,school_bus,< 5,72,76,75
209,female,group C,some college,free/reduced,completed,married,never,no,1.0,school_bus,5 - 10,38,62,62
303,female,group B,some college,free/reduced,none,single,sometimes,no,2.0,school_bus,5 - 10,37,67,60
309,male,group C,bachelor's degree,free/reduced,completed,single,sometimes,no,1.0,school_bus,5 - 10,48,63,54
321,female,group D,some high school,free/reduced,completed,single,sometimes,no,1.0,private,> 10,50,63,64
508,female,group C,high school,free/reduced,none,married,regularly,no,3.0,school_bus,> 10,53,66,69
511,male,group B,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,74,70,70
515,male,group D,some college,free/reduced,none,single,regularly,no,1.0,school_bus,> 10,42,44,42
516,female,group D,high school,standard,none,divorced,regularly,no,1.0,private,5 - 10,53,56,54
536,female,group C,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,61,68,65
540,male,group D,some high school,standard,none,married,regularly,no,2.0,private,5 - 10,54,52,56
559,female,group C,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,67,82,77
573,female,group D,some college,free/reduced,completed,married,regularly,no,1.0,private,5 - 10,67,89,87
582,female,group E,high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,70,64,66
624,male,group D,bachelor's degree,standard,completed,single,sometimes,no,1.0,private,< 5,79,81,85
661,male,group C,some high school,standard,none,single,regularly,no,3.0,school_bus,> 10,80,66,63
682,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,1.0,private,5 - 10,52,59,59
684,male,group B,some college,standard,none,married,sometimes,no,4.0,private,< 5,76,72,67
711,female,group A,high school,standard,none,married,regularly,no,1.0,school_bus,5 - 10,76,79,76
729,male,group D,some high school,standard,none,divorced,never,no,5.0,school_bus,5 - 10,70,70,65
781,male,group B,some college,standard,completed,divorced,sometimes,no,3.0,private,5 - 10,95,94,98
789,male,group B,high school,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,77,80,71
796,male,group D,some high school,standard,none,single,sometimes,no,5.0,private,< 5,75,72,68
805,male,group B,some college,standard,none,married,regularly,no,3.0,private,> 10,88,82,79
826,female,group D,some college,standard,none,married,regularly,no,3.0,school_bus,5 - 10,64,63,72
911,female,group C,some college,free/reduced,none,divorced,never,no,3.0,school_bus,5 - 10,59,66,71
953,male,group B,associate's degree,standard,completed,single,sometimes,no,4.0,school_bus,5 - 10,69,62,68
98,female,group C,high school,free/reduced,none,married,sometimes,no,3.0,private,< 5,53,69,68
175,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,87,100,100
196,female,group E,some high school,standard,completed,divorced,never,no,3.0,private,> 10,86,75,85
206,female,group C,bachelor's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,65,67,69
229,male,group D,some college,standard,none,single,sometimes,no,2.0,private,5 - 10,82,67,73
246,female,group C,some high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,33,29,30
277,male,group C,some high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,78,73,75
298,female,group B,some college,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,78,96,92
304,female,group B,high school,free/reduced,completed,married,sometimes,no,2.0,private,5 - 10,31,41,44
330,male,group A,bachelor's degree,standard,none,widowed,regularly,no,2.0,school_bus,> 10,82,83,81
332,male,group E,high school,standard,completed,single,sometimes,no,2.0,school_bus,< 5,85,89,78
407,male,group D,some college,free/reduced,completed,married,never,no,2.0,private,< 5,78,77,79
423,male,group D,some high school,standard,none,divorced,regularly,no,1.0,private,5 - 10,69,63,63
430,female,group C,some college,standard,none,married,sometimes,no,4.0,private,> 10,84,93,94
468,female,group A,associate's degree,standard,none,married,regularly,no,2.0,private,5 - 10,94,92,92
475,female,group C,some high school,free/reduced,none,single,regularly,no,2.0,private,5 - 10,56,58,58
492,male,group B,high school,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,49,52,51
520,female,group B,some college,standard,completed,single,regularly,no,1.0,school_bus,> 10,68,84,85
571,female,group B,some college,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,55,68,59
640,female,group D,high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,63,69,67
644,female,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,82,84,89
664,female,group C,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,64,65,63
671,male,group D,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,32,19,20
674,male,group B,high school,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,53,51,37
714,male,group E,bachelor's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,85,86,81
720,female,group C,associate's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,53,67,69
